0.000000000000000000e+00,-5.448247790336608887e-01,9.584133625030517578e-01,-5.382064342498779297e+00
0.000000000000000000e+00,-5.148192048072814941e-01,8.847602605819702148e-01,-5.298223495483398438e+00
0.000000000000000000e+00,-4.953788816928863525e-01,8.606429696083068848e-01,-5.248228073120117188e+00
0.000000000000000000e+00,-4.892478287220001221e-01,8.239206671714782715e-01,-5.307847499847412109e+00
0.000000000000000000e+00,-4.830861389636993408e-01,8.269760608673095703e-01,-5.249088287353515625e+00
0.000000000000000000e+00,-4.746266305446624756e-01,8.124613761901855469e-01,-5.219270229339599609e+00
0.000000000000000000e+00,-4.787748456001281738e-01,8.026204109191894531e-01,-5.221628189086914062e+00
0.000000000000000000e+00,-4.857054054737091064e-01,7.877073884010314941e-01,-5.293161392211914062e+00
0.000000000000000000e+00,-4.861145019531250000e-01,7.881276607513427734e-01,-5.308119773864746094e+00
0.000000000000000000e+00,-4.780084788799285889e-01,7.776556611061096191e-01,-5.354426860809326172e+00
0.000000000000000000e+00,-4.663784801959991455e-01,7.607586383819580078e-01,-5.337448120117187500e+00
0.000000000000000000e+00,-4.308728873729705811e-01,7.011922001838684082e-01,-5.358977317810058594e+00
0.000000000000000000e+00,-4.075029790401458740e-01,6.658951044082641602e-01,-5.386601448059082031e+00
0.000000000000000000e+00,-3.875447511672973633e-01,6.474897265434265137e-01,-5.406491756439208984e+00
0.000000000000000000e+00,-4.071677029132843018e-01,6.336537599563598633e-01,-5.303966045379638672e+00
0.000000000000000000e+00,-4.080748260021209717e-01,6.372718811035156250e-01,-5.303682327270507812e+00
0.000000000000000000e+00,-3.968066275119781494e-01,6.256355643272399902e-01,-5.347147941589355469e+00
0.000000000000000000e+00,-4.137792289257049561e-01,6.172721385955810547e-01,-5.269188880920410156e+00
0.000000000000000000e+00,-4.120497703552246094e-01,6.021398305892944336e-01,-5.264889717102050781e+00
0.000000000000000000e+00,-3.958054780960083008e-01,5.852490663528442383e-01,-5.300386428833007812e+00
0.000000000000000000e+00,-3.886630535125732422e-01,5.338360667228698730e-01,-5.282772064208984375e+00
0.000000000000000000e+00,-3.478062450885772705e-01,4.897594153881072998e-01,-5.253116130828857422e+00
0.000000000000000000e+00,-3.432563841342926025e-01,4.756574630737304688e-01,-5.293140888214111328e+00
