9.765073879769224918e-01,1.479023657719548066e-02,-2.149757431164713850e-01
9.108706317690011822e-01,1.401937054366185660e-02,-4.124538149057419556e-01
7.928801519299782941e-01,1.349171677576756212e-02,-6.092282316619421767e-01
6.314700709723312100e-01,1.503899054410195828e-02,-7.752543958144407776e-01
5.151978497816234182e-01,1.013725518717401367e-02,-8.570113252680281457e-01
3.735072773993308726e-01,1.050014065776616774e-02,-9.275678200411582308e-01
6.180670466038847358e-04,8.820968931938299312e-03,-9.999609034858450984e-01
-1.904369023983399911e-01,8.009916749415847692e-03,-9.816667598725101751e-01
-3.791323139068253356e-01,9.003571744118834402e-03,-9.252986675919862014e-01
-5.329668667891295231e-01,8.552798644504890774e-03,-8.460928841092594244e-01
-6.799374430299722771e-01,8.521169246068247688e-03,-7.332206102126038738e-01
-8.142033774968437942e-01,1.258172411186138026e-02,-5.804434169590563242e-01
-9.115209620449815642e-01,1.293104594359281365e-02,-4.110502691927061525e-01
-9.691418180815393191e-01,1.541063680574530047e-02,-2.460216427854470256e-01
-9.936858143200224536e-01,1.712915870252251435e-02,-1.108832464410115515e-01
-9.989432981571637615e-01,1.740329504008761644e-02,4.253718830194730405e-02
-9.802505814072347556e-01,1.819141146935165237e-02,1.969209745038109638e-01
